online user,# Spark workers,#VMs,size of data,Amount of memory of workers,vCPU per workers,total memory,cores of VMs,throughput
5,4,1,1G,56 GB,16,64 GB,16,0.041666667
5,4,1,1G,56 GB,16,64 GB,16,0.058823529
5,4,1,1G,56 GB,16,64 GB,16,0.055555556
5,4,1,1G,56 GB,16,64 GB,16,0.052631579
5,4,1,1G,56 GB,16,64 GB,16,0.05
5,4,1,1G,56 GB,16,64 GB,16,0.047619048
5,4,1,1G,56 GB,16,64 GB,16,0.045454545
5,4,1,1G,56 GB,16,64 GB,16,0.043478261
5,4,1,1G,56 GB,16,64 GB,16,0.041666667
5,4,1,1G,56 GB,16,64 GB,16,0.04
5,4,1,1G,56 GB,16,64 GB,16,0.038461538
5,4,1,1G,56 GB,16,64 GB,16,0.037037037
5,4,1,1G,56 GB,16,64 GB,16,0.035714286
5,4,1,1G,56 GB,16,64 GB,16,0.034482759
5,4,1,1G,56 GB,16,64 GB,16,0.033333333
5,4,1,1G,56 GB,16,64 GB,16,0.032258065
5,4,1,1G,56 GB,16,64 GB,16,0.03125
5,4,1,1G,56 GB,16,64 GB,16,0.03030303
5,4,1,1G,56 GB,16,64 GB,16,0.029411765
5,4,1,1G,56 GB,16,64 GB,16,0.028571429
5,4,1,1G,56 GB,16,64 GB,16,0.027777778
5,4,1,1G,56 GB,16,64 GB,16,0.027027027
5,4,1,1G,56 GB,16,64 GB,16,0.026315789
5,4,1,1G,56 GB,16,64 GB,16,0.025641026
5,4,1,1G,56 GB,16,64 GB,16,0.025
5,4,1,1G,56 GB,16,64 GB,16,0.024390244
15,4,1,1G,56 GB,16,64 GB,16,0.023809524
15,4,1,1G,56 GB,16,64 GB,16,0.046511628
15,4,1,1G,56 GB,16,64 GB,16,0.045454545
15,4,1,1G,56 GB,16,64 GB,16,0.044444444
15,4,1,1G,56 GB,16,64 GB,16,0.043478261
15,4,1,1G,56 GB,16,64 GB,16,0.042553191
15,4,1,1G,56 GB,16,64 GB,16,0.041666667
15,4,1,1G,56 GB,16,64 GB,16,0.040816327
15,4,1,1G,56 GB,16,64 GB,16,0.04
15,4,1,1G,56 GB,16,64 GB,16,0.039215686
15,4,1,1G,56 GB,16,64 GB,16,0.038461538
15,4,1,1G,56 GB,16,64 GB,16,0.037735849
15,4,1,1G,56 GB,16,64 GB,16,0.037037037
15,4,1,1G,56 GB,16,64 GB,16,0.036363636
15,4,1,1G,56 GB,16,64 GB,16,0.035714286
15,4,1,1G,56 GB,16,64 GB,16,0.035087719
15,4,1,1G,56 GB,16,64 GB,16,0.034482759
15,4,1,1G,56 GB,16,64 GB,16,0.033898305
15,4,1,1G,56 GB,16,64 GB,16,0.033333333
15,4,1,1G,56 GB,16,64 GB,16,0.032786885
15,4,1,1G,56 GB,16,64 GB,16,0.032258065
15,4,1,1G,56 GB,16,64 GB,16,0.031746032
15,4,1,1G,56 GB,16,64 GB,16,0.003012048
15,4,1,1G,56 GB,16,64 GB,16,0.030769231
15,4,1,1G,56 GB,16,64 GB,16,0.03030303
15,4,1,1G,56 GB,16,64 GB,16,0.029850746
15,4,1,1G,56 GB,16,64 GB,16,0.029411765
15,4,1,1G,56 GB,16,64 GB,16,0.028985507
15,4,1,1G,56 GB,16,64 GB,16,0.028571429
15,4,1,1G,56 GB,16,64 GB,16,0.028169014
15,4,1,1G,56 GB,16,64 GB,16,0.027777778
15,4,1,1G,56 GB,16,64 GB,16,0.02739726
15,4,1,1G,56 GB,16,64 GB,16,0.027027027
20,4,1,1G,56 GB,16,64 GB,16,0.026666667
20,4,1,1G,56 GB,16,64 GB,16,0.043859649
20,4,1,1G,56 GB,16,64 GB,16,0.043290043
20,4,1,1G,56 GB,16,64 GB,16,0.042735043
20,4,1,1G,56 GB,16,64 GB,16,0.042194093
20,4,1,1G,56 GB,16,64 GB,16,0.041666667
20,4,1,1G,56 GB,16,64 GB,16,0.041152263
20,4,1,1G,56 GB,16,64 GB,16,0.040650407
20,4,1,1G,56 GB,16,64 GB,16,0.040160643
5,4,1,1G,56 GB,16,64 GB,16,0.03968254
5,4,1,1G,56 GB,16,64 GB,16,0.043137255
5,4,1,1G,56 GB,16,64 GB,16,0.042635659
5,4,1,1G,56 GB,16,64 GB,16,0.042145594
5,4,1,1G,56 GB,16,64 GB,16,0.041666667
5,4,1,1G,56 GB,16,64 GB,16,0.041198502
5,4,1,1G,56 GB,16,64 GB,16,0.040740741
5,4,1,1G,56 GB,16,64 GB,16,0.04029304
5,4,1,1G,56 GB,16,64 GB,16,0.039855072
5,4,1,1G,56 GB,16,64 GB,16,0.043010753
5,4,1,1G,56 GB,16,64 GB,16,0.042553191
5,4,1,1G,56 GB,16,64 GB,16,0.042105263
5,4,1,1G,56 GB,16,64 GB,16,0.041666667
5,4,1,1G,56 GB,16,64 GB,16,0.041237113
5,4,1,1G,56 GB,16,64 GB,16,0.040816327
5,4,1,1G,56 GB,16,64 GB,16,0.04040404
5,4,1,1G,56 GB,16,64 GB,16,0.04
5,4,1,1G,56 GB,16,64 GB,16,0.04290429
5,4,1,1G,56 GB,16,64 GB,16,0.04248366
5,4,1,1G,56 GB,16,64 GB,16,0.042071197
5,4,1,1G,56 GB,16,64 GB,16,0.041666667
5,4,1,1G,56 GB,16,64 GB,16,0.041269841
5,4,1,1G,56 GB,16,64 GB,16,0.040880503
5,4,1,1G,56 GB,16,64 GB,16,0.040498442
5,4,1,1G,56 GB,16,64 GB,16,0.040123457
5,4,1,1G,56 GB,16,64 GB,16,0.039755352
5,4,1,1G,56 GB,16,64 GB,16,0.039393939
5,4,1,1G,56 GB,16,64 GB,16,0.039039039
5,4,1,1G,56 GB,16,64 GB,16,0.038690476
5,4,1,1G,56 GB,16,64 GB,16,0.038348083
5,4,1,1G,56 GB,16,64 GB,16,0.038011696
5,4,1,1G,56 GB,16,64 GB,16,0.037681159
5,4,1,1G,56 GB,16,64 GB,16,0.037356322
10,4,1,1G,56 GB,16,64 GB,16,0.037037037
10,4,1,1G,56 GB,16,64 GB,16,0.042372881
10,4,1,1G,56 GB,16,64 GB,16,0.042016807
10,4,1,1G,56 GB,16,64 GB,16,0.041666667
10,4,1,1G,56 GB,16,64 GB,16,0.041322314
10,4,1,1G,56 GB,16,64 GB,16,0.040983607
10,4,1,1G,56 GB,16,64 GB,16,0.040650407
10,4,1,1G,56 GB,16,64 GB,16,0.040322581
10,4,1,1G,56 GB,16,64 GB,16,0.04
10,4,1,1G,56 GB,16,64 GB,16,0.03968254
10,4,1,1G,56 GB,16,64 GB,16,0.039370079
10,4,1,1G,56 GB,16,64 GB,16,0.0390625
10,4,1,1G,56 GB,16,64 GB,16,0.03875969
10,4,1,1G,56 GB,16,64 GB,16,0.038461538
10,4,1,1G,56 GB,16,64 GB,16,0.038167939
10,4,1,1G,56 GB,16,64 GB,16,0.037878788
10,4,1,1G,56 GB,16,64 GB,16,0.037593985
10,4,1,1G,56 GB,16,64 GB,16,0.037313433
10,4,1,1G,56 GB,16,64 GB,16,0.041975309
10,4,1,1G,56 GB,16,64 GB,16,0.041666667
10,4,1,1G,56 GB,16,64 GB,16,0.04136253
10,4,1,1G,56 GB,16,64 GB,16,0.041062802
10,4,1,1G,56 GB,16,64 GB,16,0.040767386
10,4,1,1G,56 GB,16,64 GB,16,0.04047619
10,4,1,1G,56 GB,16,64 GB,16,0.040189125
5,4,1,1G,56 GB,16,64 GB,16,0.039906103
5,4,1,1G,56 GB,16,64 GB,16,0.041958042
5,4,1,1G,56 GB,16,64 GB,16,0.041666667
5,4,1,1G,56 GB,16,64 GB,16,0.04137931
5,4,1,1G,56 GB,16,64 GB,16,0.04109589
5,4,1,1G,56 GB,16,64 GB,16,0.040816327
5,4,1,1G,56 GB,16,64 GB,16,0.040540541
5,4,1,1G,56 GB,16,64 GB,16,0.040268456
5,4,1,1G,56 GB,16,64 GB,16,0.04
5,4,1,1G,56 GB,16,64 GB,16,0.041942605
5,4,1,1G,56 GB,16,64 GB,16,0.041666667
5,4,1,1G,56 GB,16,64 GB,16,0.041394336
5,4,1,1G,56 GB,16,64 GB,16,0.041125541
5,4,1,1G,56 GB,16,64 GB,16,0.040860215
5,4,1,1G,56 GB,16,64 GB,16,0.040598291
5,4,1,1G,56 GB,16,64 GB,16,0.040339703
5,4,1,1G,56 GB,16,64 GB,16,0.040084388
5,4,1,1G,56 GB,16,64 GB,16,0.039832285
5,4,1,1G,56 GB,16,64 GB,16,0.041666667
