Time,online user,Ave response time
2022-08-17T20:48:00+04:30,5,42.84639168
2022-08-17T20:48:15+04:30,5,33.4168834
2022-08-17T20:48:30+04:30,5,33.4168834
2022-08-17T20:48:45+04:30,5,29.50305421
2022-08-17T20:49:00+04:30,5,27.20291872
2022-08-17T20:49:15+04:30,5,27.20291872
2022-08-17T20:49:30+04:30,5,25.9486762
2022-08-17T20:49:45+04:30,5,25.18638689
2022-08-17T20:50:00+04:30,5,24.53807271
2022-08-17T20:50:15+04:30,5,24.53807271
2022-08-17T20:50:30+04:30,5,24.02782648
2022-08-17T20:50:45+04:30,5,23.61961148
2022-08-17T20:51:00+04:30,5,23.24426834
2022-08-17T20:51:15+04:30,5,23.24426834
2022-08-17T20:51:30+04:30,5,22.97209016
2022-08-17T20:51:45+04:30,5,22.76762196
2022-08-17T20:52:00+04:30,5,22.58888075
2022-08-17T20:52:15+04:30,5,22.58888075
2022-08-17T20:52:30+04:30,5,22.4375741
2022-08-17T20:52:45+04:30,5,22.4375741
2022-08-17T20:53:00+04:30,5,22.4375741
2022-08-17T20:53:15+04:30,5,22.4375741
2022-08-17T20:53:30+04:30,15,28.86368907
2022-08-17T20:53:45+04:30,15,28.86368907
2022-08-17T20:54:00+04:30,15,28.86368907
2022-08-17T20:54:15+04:30,15,28.86368907
2022-08-17T20:54:30+04:30,15,33.64208074
2022-08-17T20:54:45+04:30,15,33.64208074
2022-08-17T20:55:00+04:30,15,33.64208074
2022-08-17T20:55:15+04:30,15,33.64208074
2022-08-17T20:55:30+04:30,15,36.79290606
2022-08-17T20:55:45+04:30,15,36.79290606
2022-08-17T20:56:00+04:30,15,36.79290606
2022-08-17T20:56:15+04:30,15,36.79290606
2022-08-17T20:56:30+04:30,15,39.53600214
2022-08-17T20:56:45+04:30,15,39.53600214
2022-08-17T20:57:00+04:30,15,39.53600214
2022-08-17T20:57:15+04:30,15,39.53600214
2022-08-17T20:57:30+04:30,15,42.2346919
2022-08-17T20:57:45+04:30,15,42.2346919
2022-08-17T20:58:00+04:30,15,42.2346919
2022-08-17T20:58:15+04:30,15,42.2346919
2022-08-17T20:58:30+04:30,15,42.2346919
2022-08-17T20:58:45+04:30,15,42.2346919
2022-08-17T20:59:00+04:30,20,46.79579877
2022-08-17T20:59:15+04:30,20,46.79579877
2022-08-17T20:59:30+04:30,20,46.79579877
2022-08-17T20:59:45+04:30,20,46.79579877
2022-08-17T21:00:00+04:30,20,46.79579877
2022-08-17T21:00:15+04:30,20,50.49869463
2022-08-17T21:00:30+04:30,20,50.49869463
2022-08-17T21:00:45+04:30,20,50.49869463
2022-08-17T21:01:00+04:30,20,50.49869463
2022-08-17T21:01:15+04:30,20,50.49869463
2022-08-17T21:01:30+04:30,20,53.77148447
2022-08-17T21:01:45+04:30,20,53.77148447
2022-08-17T21:02:00+04:30,20,53.77148447
2022-08-17T21:02:15+04:30,20,53.77148447
2022-08-17T21:02:30+04:30,20,53.77148447
2022-08-17T21:02:45+04:30,20,53.77148447
2022-08-17T21:03:00+04:30,20,56.98154018
2022-08-17T21:03:15+04:30,20,56.98154018
2022-08-17T21:03:30+04:30,5,56.2289957
2022-08-17T21:03:45+04:30,5,56.2289957
2022-08-17T21:04:00+04:30,5,55.51794569
2022-08-17T21:04:15+04:30,5,54.81856078
2022-08-17T21:04:30+04:30,5,54.14538679
2022-08-17T21:04:45+04:30,5,54.14538679
2022-08-17T21:05:00+04:30,5,53.48424528
2022-08-17T21:05:15+04:30,5,53.48424528
2022-08-17T21:05:30+04:30,5,52.87749367
2022-08-17T21:05:45+04:30,5,52.26786995
2022-08-17T21:06:00+04:30,5,51.6658137
2022-08-17T21:06:15+04:30,5,51.6658137
2022-08-17T21:06:30+04:30,5,51.08519229
2022-08-17T21:06:45+04:30,5,50.53290154
2022-08-17T21:07:00+04:30,5,49.99444721
2022-08-17T21:07:15+04:30,5,49.99444721
2022-08-17T21:07:30+04:30,5,49.47263388
2022-08-17T21:07:45+04:30,5,48.96092538
2022-08-17T21:08:00+04:30,5,48.46750019
2022-08-17T21:08:15+04:30,5,48.46750019
2022-08-17T21:08:30+04:30,5,47.99209285
2022-08-17T21:08:45+04:30,5,47.99209285
2022-08-17T21:09:00+04:30,10,47.74337642
2022-08-17T21:09:15+04:30,10,47.74337642
2022-08-17T21:09:30+04:30,10,47.74337642
2022-08-17T21:09:45+04:30,10,47.49262439
2022-08-17T21:10:00+04:30,10,47.49262439
2022-08-17T21:10:15+04:30,10,47.49262439
2022-08-17T21:10:30+04:30,10,47.24905463
2022-08-17T21:10:45+04:30,10,47.24905463
2022-08-17T21:11:00+04:30,10,47.06384074
2022-08-17T21:11:15+04:30,10,47.06384074
2022-08-17T21:11:30+04:30,10,47.06384074
2022-08-17T21:11:45+04:30,10,46.86042978
2022-08-17T21:12:00+04:30,10,46.86042978
2022-08-17T21:12:15+04:30,10,46.86042978
2022-08-17T21:12:30+04:30,10,46.66628831
2022-08-17T21:12:45+04:30,10,46.66628831
2022-08-17T21:13:00+04:30,10,46.66628831
2022-08-17T21:13:15+04:30,10,46.53210913
2022-08-17T21:13:30+04:30,10,46.53210913
2022-08-17T21:13:45+04:30,10,46.53210913
2022-08-17T21:14:00+04:30,10,46.39442369
2022-08-17T21:14:15+04:30,5,46.05179989
2022-08-17T21:14:30+04:30,5,45.72515079
2022-08-17T21:14:45+04:30,5,45.72515079
2022-08-17T21:15:00+04:30,5,45.41018037
2022-08-17T21:15:15+04:30,5,45.11410314
2022-08-17T21:15:30+04:30,5,44.81566453
2022-08-17T21:15:45+04:30,5,44.81566453
2022-08-17T21:16:00+04:30,5,44.52692546
2022-08-17T21:16:15+04:30,5,44.24214427
2022-08-17T21:16:30+04:30,5,43.95771788
2022-08-17T21:16:45+04:30,5,43.95771788
2022-08-17T21:17:00+04:30,5,43.67899271
2022-08-17T21:17:15+04:30,5,43.67899271
2022-08-17T21:17:30+04:30,5,43.41206279
2022-08-17T21:17:45+04:30,5,43.16391787
2022-08-17T21:18:00+04:30,5,42.91271045
2022-08-17T21:18:15+04:30,5,42.91271045
2022-08-17T21:18:30+04:30,5,42.6613905
2022-08-17T21:18:45+04:30,5,42.42659534
2022-08-17T21:19:00+04:30,5,42.20770083
2022-08-17T21:19:15+04:30,5,42.20770083
