online user,# Spark workers,number of VMs,size of data,Amount of memory of workers,# cores of workers,total memory of VMs/local machine,#cores of VMs,think time,type of ML task,on-prem,Ave response time
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,28.86368907
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,28.86368907
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,33.64208074
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,33.64208074
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,33.64208074
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,33.64208074
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,36.79290606
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,36.79290606
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,36.79290606
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,36.79290606
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,39.53600214
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,39.53600214
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,39.53600214
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,39.53600214
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,42.2346919
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,42.2346919
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,42.2346919
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,42.2346919
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,42.2346919
15,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,42.2346919
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.79579877
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.79579877
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.79579877
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.79579877
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.79579877
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,50.49869463
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,50.49869463
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,50.49869463
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,50.49869463
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,50.49869463
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,53.77148447
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,53.77148447
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,53.77148447
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,53.77148447
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,53.77148447
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,53.77148447
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,56.98154018
20,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,56.98154018
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,56.2289957
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,56.2289957
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,55.51794569
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,54.81856078
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,54.14538679
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,54.14538679
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,53.48424528
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,53.48424528
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,52.87749367
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,52.26786995
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,51.6658137
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,51.6658137
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,51.08519229
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,50.53290154
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,49.99444721
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,49.99444721
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,49.47263388
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,48.96092538
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,48.46750019
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,48.46750019
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,47.99209285
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,47.99209285
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,47.74337642
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,47.74337642
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,47.74337642
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,47.49262439
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,47.49262439
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,47.49262439
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,47.24905463
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,47.24905463
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,47.06384074
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,47.06384074
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,47.06384074
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.86042978
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.86042978
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.86042978
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.66628831
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.66628831
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.66628831
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.53210913
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.53210913
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.53210913
10,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.39442369
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,46.05179989
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,45.72515079
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,45.72515079
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,45.41018037
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,45.11410314
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,44.81566453
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,44.81566453
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,44.52692546
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,44.24214427
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,43.95771788
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,43.95771788
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,43.67899271
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,43.67899271
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,43.41206279
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,43.16391787
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,42.91271045
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,42.91271045
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,42.6613905
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,42.42659534
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,42.20770083
5,4,1,147 MB,56 GB,16,64 GB,16,0,feature selection,0,42.20770083
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,29.84165916
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,22.07624803
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,18.96772623
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,17.36339184
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,15.83491569
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,15.83491569
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,15.15010554
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,14.81233992
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,14.55688355
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,14.37067601
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,14.09070171
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,14.09070171
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,13.92021943
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,13.85114582
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,13.77272767
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,13.6866819
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,13.54641482
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,13.49418001
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,13.44867343
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,13.44867343
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,16.19021514
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,16.19021514
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,16.19021514
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,18.34640291
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,18.34640291
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,18.34640291
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,20.07913925
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,20.07913925
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,21.53308288
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,21.53308288
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,22.75352589
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,22.75352589
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,22.75352589
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,23.81801242
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,23.81801242
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,24.67215891
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,24.67215891
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,24.67215891
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,25.39782201
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,25.39782201
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,26.09445516
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,26.09445516
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,26.09445516
15,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,26.09445516
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.82641538
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.82641538
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,29.26788877
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,29.26788877
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,29.26788877
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,29.26788877
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,30.53845152
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,30.53845152
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,30.53845152
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,31.57810923
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,31.57810923
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,31.57810923
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,32.53487415
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,32.53487415
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,32.53487415
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,32.53487415
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,33.39685455
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,33.39685455
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,33.39685455
20,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,34.13991154
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,33.59039647
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,33.32347396
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,33.06522266
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,32.81355828
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,32.31959833
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,32.31959833
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,31.85257366
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,31.62681246
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,31.40900716
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,31.19773133
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,30.77736884
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,30.57523635
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,30.37855385
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,30.18406782
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,29.81026391
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,29.81026391
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,29.44433627
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,29.27005401
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,29.09776265
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.93320089
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.7677326
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.67113644
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.67113644
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.58546721
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.50233929
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.50233929
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.41875552
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.41875552
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.3410959
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.2610845
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.2610845
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.18871781
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.12149535
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.12149535
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.05475049
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,28.05475049
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.99339666
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.99339666
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.93487728
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.87608703
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.87608703
10,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.81891267
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.58229145
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.46485222
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.35134347
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.23757536
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.01421861
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,27.01421861
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,26.79895407
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,26.6923867
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,26.58845703
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,26.48645107
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,26.28374812
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,26.18679967
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,26.09096134
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,25.99803214
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,25.81390775
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,25.81390775
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,25.63508271
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,25.54678877
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,25.45886569
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,25.37155481
5,4,2,147 MB,56 GB,16,128 GB,32,0,feature selection,0,25.37155481
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
5,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,328.8608528
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
15,1,1,1G,14 GB,4,64 GB,16,0,feature selection,0,810.8872082
5,2,1,1G,28 GB,8,64 GB,16,0,feature selection,0,178.4583754
5,2,1,1G,28 GB,8,64 GB,16,0,feature selection,0,178.4583754
5,2,1,1G,28 GB,8,64 GB,16,0,feature selection,0,178.4583754
5,2,1,1G,28 GB,8,64 GB,16,0,feature selection,0,178.4583754
